Task_ID,Task_Name,Description,Assigned_To,Progress,Priority,Completion_Time,Deadline,User_Sentiment
T1473,Task 003 of Sports Stadium Upgrade Project 058,"Task 003 involves critical work for the Sports Stadium Upgrade Project 058. This task has a low priority and is expected to be completed in approximately 3 hours. The deadline for this task is 2025-07-06. Current user sentiment is 'satisfied', which may impact performance.",David,0.93,Low,3,2025-07-06,Satisfied
T1474,Task 001 of Public Library Renovation Project 059,"Task 001 involves critical work for the Public Library Renovation Project 059. This task has a high priority and is expected to be completed in approximately 2 hours. The deadline for this task is 2024-08-31. Current user sentiment is 'neutral', which may impact performance.",Grace,0.47,High,2,2024-08-31,Neutral
T1475,Task 002 of Public Library Renovation Project 059,"Task 002 involves critical work for the Public Library Renovation Project 059. This task has a high priority and is expected to be completed in approximately 34 hours. The deadline for this task is 2024-07-24. Current user sentiment is 'focused', which may impact performance.",Alice,1.0,High,34,2024-07-24,Focused
T1476,Task 003 of Public Library Renovation Project 059,"Task 003 involves critical work for the Public Library Renovation Project 059. This task has a high priority and is expected to be completed in approximately 33 hours. The deadline for this task is 2024-07-13. Current user sentiment is 'relieved', which may impact performance.",Charlie,1.0,High,33,2024-07-13,Relieved
T1477,Task 001 of Building a Park Project 060,"Task 001 involves critical work for the Building a Park Project 060. This task has a medium priority and is expected to be completed in approximately 8 hours. The deadline for this task is 2024-11-16. Current user sentiment is 'neutral', which may impact performance.",Ivy,0.44,Medium,8,2024-11-16,Neutral
T1478,Task 002 of Building a Park Project 060,"Task 002 involves critical work for the Building a Park Project 060. This task has a high priority and is expected to be completed in approximately 5 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'relieved', which may impact performance.",Alice,1.0,High,5,2024-09-25,Relieved
T1479,Task 003 of Building a Park Project 060,"Task 003 involves critical work for the Building a Park Project 060. This task has a high priority and is expected to be completed in approximately 34 hours. The deadline for this task is 2024-10-26. Current user sentiment is 'neutral', which may impact performance.",Bob,0.37,High,34,2024-10-26,Neutral
T1480,Task 001 of Renovation of a School Project 061,"Task involves critical work for the General Project. This task has a low priority and is expected to be completed in approximately 31 hours. The deadline for this task is 2025-05-05. Current user sentiment is 'satisfied', which may impact performance.",Bob,0.84,Low,31,2025-05-05,Satisfied
T1481,Task 002 of Renovation of a School Project 061,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 34 hours. The deadline for this task is 2025-05-21. Current user sentiment is 'overwhelmed', which may impact performance.",Eve,0.25,Medium,34,2025-05-21,Overwhelmed
T1482,Task 003 of Renovation of a School Project 061,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 36 hours. The deadline for this task is 2025-09-07. Current user sentiment is 'overwhelmed', which may impact performance.",Eve,0.0,Medium,36,2025-09-07,Overwhelmed
T1483,Task 001 of Innovation of a Classroom Project 062,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 11 hours. The deadline for this task is 2025-03-24. Current user sentiment is 'overwhelmed', which may impact performance.",Eve,0.11,High,11,2025-03-24,Overwhelmed
T1484,Task 002 of Innovation of a Classroom Project 062,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 16 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'focused', which may impact performance.",Charlie,1.0,High,16,2024-09-25,Focused
T1485,Task 003 of Innovation of a Classroom Project 062,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 38 hours. The deadline for this task is 2025-02-22. Current user sentiment is 'anxious', which may impact performance.",David,0.15,High,38,2025-02-22,Anxious
T1486,Task 001 of Construction of a Hospital Wing Project 063,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 5 hours. The deadline for this task is 2025-01-07. Current user sentiment is 'hopeful', which may impact performance.",David,0.55,High,5,2025-01-07,Hopeful
T1487,Task 002 of Construction of a Hospital Wing Project 063,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 31 hours. The deadline for this task is 2024-08-18. Current user sentiment is 'focused', which may impact performance.",Grace,1.0,High,31,2024-08-18,Focused
T1488,Task 003 of Construction of a Hospital Wing Project 063,"Task involves critical work for the General Project. This task has a low priority and is expected to be completed in approximately 2 hours. The deadline for this task is 2025-04-11. Current user sentiment is 'hopeful', which may impact performance.",David,0.68,Low,2,2025-04-11,Hopeful
T1489,Task 001 of Road Expansion Project 064,"Task 001 involves critical work for the Road Expansion Project 064. This task has a low priority and is expected to be completed in approximately 30 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'satisfied', which may impact performance.",Grace,1.0,Low,30,2024-09-25,Satisfied
T1490,Task 002 of Road Expansion Project 064,"Task 002 involves critical work for the Road Expansion Project 064. This task has a medium priority and is expected to be completed in approximately 6 hours. The deadline for this task is 2024-07-25. Current user sentiment is 'satisfied', which may impact performance.",Ivy,1.0,Medium,6,2024-07-25,Satisfied
T1491,Task 003 of Road Expansion Project 064,"Task 003 involves critical work for the Road Expansion Project 064. This task has a high priority and is expected to be completed in approximately 40 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'focused', which may impact performance.",Charlie,1.0,High,40,2024-09-25,Focused
T1492,Task 001 of Bridge Maintenance Project 065,"Task 001 involves critical work for the Bridge Maintenance Project 065. This task has a high priority and is expected to be completed in approximately 18 hours. The deadline for this task is 2024-02-08. Current user sentiment is 'focused', which may impact performance.",Eve,1.0,High,18,2024-02-08,Focused
T1493,Task 002 of Bridge Maintenance Project 065,"Task 002 involves critical work for the Bridge Maintenance Project 065. This task has a medium priority and is expected to be completed in approximately 26 hours. The deadline for this task is 2024-10-25. Current user sentiment is 'hopeful', which may impact performance.",Grace,0.41,Medium,26,2024-10-25,Hopeful
T1494,Task 003 of Bridge Maintenance Project 065,"Task 003 involves critical work for the Bridge Maintenance Project 065. This task has a high priority and is expected to be completed in approximately 26 hours. The deadline for this task is 2024-09-30. Current user sentiment is 'cautious', which may impact performance.",Alice,0.6,High,26,2024-09-30,Cautious
